Id,SMILES,source,TA98,TA100,TA102,TA1535,TA1537,Overall,Partition
6934,O=C(O)C(CCC(F)(F)C(F)(F)Br)C(=O)O,hansen,0,0,0,0,0,0,External
6935,O=C(O)CCCC(F)(F)C(F)(F)Br,hansen,0,0,0,0,0,0,External
6936,O=C(Cl)CCCC(F)(F)C(F)(F)Br,hansen,0,0,0,0,0,0,Train
6937,CC(=O)c1ccc(Cl)nc1,hansen,0,0,0,0,0,0,Internal
6938,CC(OC(=O)ON1C(=O)CCC1=O)OC(=O)C(C)C,hansen,0,0,0,0,0,0,Internal
6939,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,hansen,0,0,0,0,0,0,Train
6940,CCOC(=O)c1sc(N)c(C(=O)OCC)c1C,hansen,0,0,0,0,0,0,Train
6941,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,hansen,0,0,0,0,0,0,Train
6942,CCCCCC(CC)n1c2cc(C(=O)c3ccccc3C)sc2c2sc(/C(C)=N\OC(C)=O)cc21,hansen,0,0,0,0,0,0,External
6943,O=C(O/N=C(/CC1CCCC1)C(=O)c1ccc(Sc2ccc(C(=O)c3cccs3)cc2)cc1)c1ccccc1,hansen,0,0,0,0,0,0,Train
6944,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,hansen,0,0,0,0,0,0,Train
6945,CCCCCc1ccc(-c2ccc(B(O)O)c(F)c2)cc1,hansen,0,0,0,0,0,0,Train
6946,CC(C)c1ccccc1Br,hansen,0,0,0,0,0,0,Train
6947,O=Cc1cccc(Br)n1,hansen,0,0,0,0,0,0,Train
6948,CC(C)c1cccc(C(C)C)c1/N=C/c1cccc(-c2cccc3ccccc23)n1,hansen,0,0,0,0,0,0,Train
6949,CC(C)c1ccccc1C(Nc1c(C(C)C)cccc1C(C)C)c1cccc(-c2cccc3ccccc23)n1,hansen,0,0,0,0,0,0,External
6950,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2nc3ccccc3c3ccccc23)CN1C(=O)OC(C)(C)C)C(=O)OCC,hansen,0,0,0,0,0,0,Train
6951,O=C1CCNc2ccccc21,hansen,0,0,0,0,0,0,Train
6952,COC(=O)c1c(C)nn(C)c1C,hansen,0,0,0,0,0,0,Internal
6953,CON(C)C(=O)C(CCCOCc1ccccc1)CC(=O)OC(C)(C)C,hansen,0,0,0,0,0,0,Train
6954,CC(C)(C)OC(=O)CC(/C=N\O)CCCOCc1ccccc1,hansen,0,0,0,0,0,0,Train
6955,CC(C)(C)CC1CC(c2cc(C(CCCOCc3ccccc3)CC(=O)OC(C)(C)C)no2)C1,hansen,0,0,0,0,0,0,Train
6956,Cn1c(=O)[nH]c(=O)[nH]c1=O,hansen,0,0,0,0,0,0,Train
6957,CCn1c2ccc(C(C)=O)cc2c2cc(C(=O)c3ccc(OCC4COC(C)(C)O4)cc3C)ccc21,hansen,0,0,0,0,0,0,Train
6958,CCn1c2ccc(C(=O)c3ccc(OCC4COC(C)(C)O4)cc3C)cc2c2cc(/C(C)=N\O)ccc21,hansen,0,0,0,0,0,0,Train
6959,O=C1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,hansen,0,0,0,0,0,0,Train
6960,CN=C1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,hansen,0,0,0,0,0,0,Train
6961,CCCCCCCSCCNC(=O)Nc1cccc(S(=O)(=O)O)c1,hansen,0,0,0,0,0,0,Internal
6962,CS(=O)(=O)Oc1c(F)c(F)c(F)c(F)c1F,hansen,0,0,0,0,0,0,Train
6963,C=C[Si](Cl)(c1ccccc1)c1ccccc1,hansen,0,0,0,0,0,0,Train
6964,CC(C(=O)O)C(=O)O,hansen,0,0,0,0,0,0,Train
6965,CSc1cccc(Cl)c1Cl,hansen,0,0,0,0,0,0,Train
6966,CSc1ccc(Br)c(Cl)c1Cl,hansen,0,0,0,0,0,0,Train
6967,CS(=O)(=O)c1ccc(Br)c(Cl)c1Cl,hansen,0,0,0,0,0,0,Train
6968,CS(=O)(=O)c1ccc(Br)c(Cl)c1O,hansen,0,0,0,0,0,0,Train
6969,COc1cccc(N)c1Br,hansen,0,0,0,0,0,0,Train
6970,COc1ccc(C(C)=O)c(N)c1Br,hansen,0,0,0,0,0,0,Train
6971,CC(C)C(=O)Nc1nc(C(=O)O)cs1,hansen,0,0,0,0,0,0,External
6972,COc1ccc2c(=O)cc(-c3csc(NC(=O)C(C)C)n3)[nH]c2c1Br,hansen,0,0,0,0,0,0,Train
6973,COc1ccc2c(c1Br)NC(c1csc(NC(=O)C(C)C)n1)=CC2S(=O)(=O)c1ccccc1,hansen,0,0,0,0,0,0,Train
6974,O=C(Oc1ccc([N+](=O)[O-])cc1)C1CCN(c2ccc([N+](=O)[O-])cc2)CC1,hansen,0,0,0,0,0,0,Internal
6975,Cc1ccc(N(c2ccccc2)c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,hansen,0,0,0,0,0,0,Train
6976,CCC(CC)(CCCCl)C(=O)Nc1[nH]cc(C(C)C)c1C(=O)OC1C(C(C)(C)C)CC(C)CC1C(C)(C)C,hansen,0,0,0,0,0,0,Train
6977,C=CCOc1ccc(C2(c3ccc(OCC=C)c(C)c3)c3ccccc3-c3ccccc32)cc1C,hansen,0,0,0,0,0,0,Internal
6978,OCCOc1ccc(C2(c3ccc(OCCO)cc3OCCO)c3ccccc3-c3ccccc32)c(OCCO)c1,hansen,0,0,0,0,0,0,Train
6979,CO[Si](CCCSCCCOc1ccc(C2(c3ccc(OCCCSCCC[Si](OC)(OC)OC)c(C)c3)c3ccccc3-c3ccccc32)cc1C)(OC)OC,hansen,0,0,0,0,0,0,Train
6980,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,hansen,0,0,0,0,0,0,Train
6981,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,hansen,0,0,0,0,0,0,Train
6982,C=C(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,hansen,0,0,0,0,0,0,Train
6983,CC(CC(C)(C)C)CP(=O)(O)CC(C)CC(C)(C)C,hansen,0,0,0,0,0,0,Train
6984,O=C(OC1CCC(c2ccc(O)cc2)CC1)c1ccc(O)cc1,hansen,0,0,0,0,0,0,Internal
6985,Cc1ccc(CN(Cc2ccc(C)cc2)c2ccc(N(c3ccc(N(Cc4ccc(C)cc4)Cc4ccc(C)cc4)cc3)c3ccc(N(c4ccc(N(Cc5ccc(C)cc5)Cc5ccc(C)cc5)cc4)c4ccc(N(Cc5ccc(C)cc5)Cc5ccc(C)cc5)cc4)cc3)cc2)cc1,hansen,0,0,0,0,0,0,Train
6986,Brc1cc(Br)c2c(c1)C1C=CCC1O2,hansen,0,0,0,0,0,0,Train
6987,C1=CC2c3ccccc3OC2C1,hansen,0,0,0,0,0,0,Internal
6988,CCCCCCCCc1c(CC)nc2ncnn2c1N,hansen,0,0,0,0,0,0,Train
6989,C=CCOc1ccc(C2CCC(CCCCC)CC2)cc1,hansen,0,0,0,0,0,0,Train
6990,CC1CCC(C(C)C)C(C(=O)NCCc2ccccn2)C1,hansen,0,0,0,0,0,0,External
6991,CC(C)Cc1cccc(N)c1,hansen,0,0,0,0,0,0,Train
6992,COc1cc(C(=O)O)ccc1OCCO,hansen,0,0,0,0,0,0,Train
6993,COC(=O)c1ccc(OCCO)c(OC)c1,hansen,0,0,0,0,0,0,Train
6994,Cc1cc(OCCCCl)ccc1Cc1c(OC2OC(COC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)C2OC(=O)C(C)(C)C)n[nH]c1C(C)C,hansen,0,0,0,0,0,0,Train
6995,Cc1cc(OCc2ccccc2)ccc1Cc1c(OC2OC(COC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)C2OC(=O)C(C)(C)C)n[nH]c1C(C)C,hansen,0,0,0,0,0,0,Train
6996,C=Cc1ccc(CC2(C)C(=O)OC(C)(CC)OC2=O)cc1,hansen,0,0,0,0,0,0,External
6997,CC(=O)COC(=O)CCN(Cc1ccccc1)c1ccccc1,hansen,0,0,0,0,0,0,Internal
6998,N#CCCN(CCc1ccccc1)c1ccccc1,hansen,0,0,0,0,0,0,Train
6999,CO[Si](OC)(OC)c1cccc2ccccc12,hansen,0,0,0,0,0,0,Train
7000,CC(=O)CC(=O)OC1CCC(C(C)(C)C2CCC(OC(=O)CC(C)=O)CC2)CC1,hansen,0,0,0,0,0,0,Train
7001,O=C(O)CCS(=O)(=O)O,hansen,0,0,0,0,0,0,Internal
7002,O=C1c2nccnc2C(O)N1c1ccc(Cl)cn1,hansen,0,0,0,0,0,0,Train
7003,O=[N+]([O-])c1cc(Br)ccc1C(F)(F)F,hansen,0,0,0,0,0,0,Train
7004,C=C(COCCC(O)(C(F)(F)F)C(F)(F)F)C(=O)OCC,hansen,0,0,0,0,0,0,Train
7005,O=C(CC(=O)C(F)(F)F)C(F)(F)F,hansen,0,0,0,0,0,0,Train
7006,Cn1nnc(N)n1,hansen,0,0,0,0,0,0,Train
7007,COC(=O)N1CCCC(=O)c2cc(C)cc(C)c21,hansen,0,0,0,0,0,0,External
7008,C=C(C)C(=O)OCCOC(=O)NCC1(C)CC(NC(=O)OCCOC(=O)C(=C)C)CC(C)(C)C1,hansen,0,0,0,0,0,0,Train
7009,CCCCCCCCCCCC(=O)Nc1ccc(Nc2ccccc2)cc1,hansen,0,0,0,0,0,0,Train
7010,COc1ccc(N)c(C(=O)O)c1,hansen,0,0,0,0,0,0,Train
7011,CCOC(=O)c1sc2nc(Cc3ccc(Cl)c(Cl)c3)[nH]c(=O)c2c1C,hansen,0,0,0,0,0,0,External
7012,Cc1c(C(=O)O)sc2nc(Cc3ccc(Cl)c(Cl)c3)[nH]c(=O)c12,hansen,0,0,0,0,0,0,External
7013,Cc1ccc([N+]#N)cc1S(=O)(=O)O,hansen,0,0,0,0,0,0,Train
7014,O=C(O)[C@@H]1CC[C@H](O)CN1,hansen,0,0,0,0,0,0,Train
7015,Cc1cc(C)c2c(c1)[C@@H](Nc1nnn(C)n1)CCCN2,hansen,0,0,0,0,0,0,Internal
7016,N/C=N/CC(=O)O,hansen,0,0,0,0,0,0,Train
7017,O=Cc1nc[nH]c1Cl,hansen,0,0,0,0,0,0,Train
7018,N#Cc1c(-c2ccc(Cl)cc2)[nH]c(C(F)(F)F)c1Br,hansen,0,0,0,0,0,0,Train
7019,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,hansen,0,0,0,0,0,0,Train
7020,C=CC(=O)OCCOc1ccc(C(=O)c2ccccc2)cc1,hansen,0,0,0,0,0,0,Train
7021,COC(=O)c1c(C)cc(O)cc1C,hansen,0,0,0,0,0,0,Train
7022,CC#CC(=O)O,hansen,0,0,0,0,0,0,Internal
7023,CCOC(=O)c1scnc1C,hansen,0,0,0,0,0,0,External
7024,N#Cc1cc(Br)ccc1F,hansen,0,0,0,0,0,0,Train
7025,CC(C)COc1ccc(Br)cc1C#N,hansen,0,0,0,0,0,0,Train
7026,O=C(CBr)c1ccccc1F,hansen,0,0,0,0,0,0,Train
7027,CCCOc1ccc(F)cc1[N+](=O)[O-],hansen,0,0,0,0,0,0,Train
7028,CC(C)COC(=O)Oc1ccccc1,hansen,0,0,0,0,0,0,Train
7029,COc1ccc2nc(C)oc(=O)c2c1,hansen,0,0,0,0,0,0,Train
7030,O=C1CCCCC12CCCC2,hansen,0,0,0,0,0,0,Train
7031,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O,hansen,0,0,0,0,0,0,Train
7032,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,hansen,0,0,0,0,0,0,Train
7033,CC(Br)C(=O)c1ccc(OCc2ccccc2)cc1,hansen,0,0,0,0,0,0,Train
7034,O=c1[nH]c(CCl)c(Cl)c(=O)[nH]1,hansen,0,0,0,0,0,0,Train
7035,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,hansen,0,0,0,0,0,0,External
7036,O=C1SC(COCc2ccccc2)C(OCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1,hansen,0,0,0,0,0,0,Internal
7037,COC(=O)Cc1ccc(-c2ccccc2)cc1,hansen,0,0,0,0,0,0,Train
7038,CC(C)(C)OC(=O)NCCON1C(=O)c2ccccc2C1=O,hansen,0,0,0,0,0,0,Train
7039,c1ccc(Nc2ccc(-c3ccccc3)cc2)cc1,hansen,0,0,0,0,0,0,Train
7040,Cc1ccc(Nc2ccc(-c3ccccc3)cc2)cc1,hansen,0,0,0,0,0,0,Train
7041,C=C(C)C(=O)OC1CC(C)CC(C)(C)C1,hansen,0,0,0,0,0,0,External
7042,CCCCCCCCCC(C)(C)SSc1nnc(SSC(C)(C)CCCCCCCCC)s1,hansen,0,0,0,0,0,0,Train
7043,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@H](CC(=O)OC(C)(C)C)OC(C)(C)O1,hansen,0,0,0,0,0,0,Train
7044,CCCCCCCCCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,hansen,0,0,0,0,0,0,Train
7045,O/N=C/Cc1ccccc1,hansen,0,0,0,0,0,0,Train
7046,CC(C)c1cccc(N)c1,hansen,0,0,0,0,0,0,Internal
7047,CNc1ccccc1F,hansen,0,0,0,0,0,0,Train
7048,CN(C[C@H](O)CO)c1ccccc1F,hansen,0,0,0,0,0,0,Train
7049,CNC(=O)C(OC)c1ccccc1COc1cc(C)ccc1C,hansen,0,0,0,0,0,0,Train
7050,O=S(=O)(Cl)c1cc(Br)cc(C(F)(F)F)c1,hansen,0,0,0,0,0,0,External
7051,OB(O)c1ccc(OC(F)(F)F)cc1,hansen,0,0,0,0,0,0,Train
7052,CCOc1ccc(Cc2cc([C@@H]3S[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)cc2C)cc1,hansen,0,0,0,0,0,0,External
7053,CC1=Cc2c(cccc2-c2ccc(C(C)(C)C)cc2)C1,hansen,0,0,0,0,0,0,Internal
7054,N#C/C(=C\c1ccc(O)cc1)C(=O)O,hansen,0,0,0,0,0,0,External
7055,OB(O)c1cccc2c1oc1ccccc12,hansen,0,0,0,0,0,0,External
7056,COC(=O)C1(C(=O)OC)CC1,hansen,0,0,0,0,0,0,Train
7057,CC(C)(C)OC(=O)NC(C)(C)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,hansen,0,0,0,0,0,0,Internal
7058,C/C=C1\CC2CCC1C2,hansen,0,0,0,0,0,0,Train
7059,Brc1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,hansen,0,0,0,0,0,0,External
7060,CC1(C)c2ccccc2-c2ccc(Nc3ccc(-c4ccccc4)cc3)cc21,hansen,0,0,0,0,0,0,Train
7061,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)OC(C)(C)C,hansen,0,0,0,0,0,0,Train
7062,COC(c1ccc(N(C(=O)c2c(C)nn(C)c2C)C(=O)C(C)C)cc1CC(C)C)(C(F)(F)F)C(F)(F)F,hansen,0,0,0,0,0,0,Train
7063,CCCCCCCCCCCCSC(=S)SC(C)(C#N)CCC(=O)O,hansen,0,0,0,0,0,0,Train
7064,Cc1nn(C)c(F)c1C(=O)Nc1ccccc1C(C)CC(C)C,hansen,0,0,0,0,0,0,Internal
7065,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,hansen,0,0,0,0,0,0,Train
7066,C/C=C/C=C/C(=O)OCCC[Si](OC)(OC)OC,hansen,0,0,0,0,0,0,Train
7067,CC(=O)Oc1ccc(-c2nc3ccccc3c(=O)o2)cc1,hansen,0,0,0,0,0,0,Train
7068,CO[Si](OC)(OC)c1cccc(NC(C)=O)c1,hansen,0,0,0,0,0,0,External
7069,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,hansen,0,0,0,0,0,0,Train
7070,CC(C)C1N=C(c2ccccc2)OC1=O,hansen,0,0,0,0,0,0,Train
7071,CC(C)C(NC(=O)c1ccccc1)C(=O)O,hansen,0,0,0,0,0,0,External
7072,BrC=C(c1ccccc1)c1ccccc1,hansen,0,0,0,0,0,0,Train
7073,Clc1ncnc2[nH]cc(I)c12,hansen,0,0,0,0,0,0,Internal
7074,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl,hansen,0,0,0,0,0,0,Train
7075,CO[Si](CCC1C[C@@H]2C=C[C@H]1C2)(OC)OC,hansen,0,0,0,0,0,0,Train
7076,CC(C)(C)OC(=O)N1[C@@H]2CC[C@@H](C2)[C@H]1C(=O)O,hansen,0,0,0,0,0,0,Train
7077,CNC(=O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,hansen,0,0,0,0,0,0,Train
7078,OCCOc1ccc2ccccc2c1-c1c(OCCO)ccc2ccccc12,hansen,0,0,0,0,0,0,Train
7079,Cc1c(C(=O)c2c[nH]n(C)c2=O)ccc(S(C)(=O)=O)c1C1=NOCC1,hansen,0,0,0,0,0,0,Train
7080,CC(C)(O)C(=O)c1ccc(Oc2ccc(C(=O)C(C)(C)O)cc2)cc1,hansen,0,0,0,0,0,0,External
7081,CC(C)(C)OC(=O)N1[C@@H]2CC[C@@H](C2)[C@H]1c1nc2ccc(Br)cc2[nH]1,hansen,0,0,0,0,0,0,Train
7082,O=C(NCc1ccccc1)Nc1ccccc1,hansen,0,0,0,0,0,0,External
7083,CCc1ccc2c(c1)C(COC)NCC2,hansen,0,0,0,0,0,0,Train
7084,C=CC(=O)OCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,hansen,0,0,0,0,0,0,Train
7085,CCCCC(CC)CN(CC(CC)CCCC)Sc1nc2ccccc2s1,hansen,0,0,0,0,0,0,Train
7086,CCCOc1ccc(OCCC)c(F)c1F,hansen,0,0,0,0,0,0,Train
7087,Cc1cc(C)c2cc(C(=O)O)oc2c1,hansen,0,0,0,0,0,0,External
7088,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C,hansen,0,0,0,0,0,0,Train
7089,O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,hansen,0,0,0,0,0,0,Train
7090,S=C(Sc1nc2ccccc2s1)N(Cc1ccccc1)Cc1ccccc1,hansen,0,0,0,0,0,0,Internal
7091,COCC(C)Oc1ccc(C(=O)O)c(C)c1,hansen,0,0,0,0,0,0,Train
7092,C=CCc1ccc(O)c(CC=C)c1O,hansen,0,0,0,0,0,0,External
7093,c1ccc2c(c1)oc1c(-c3ccc(Nc4ccc(-c5cccc6c5oc5ccccc56)cc4)cc3)cccc12,hansen,0,0,0,0,0,0,Train
7094,CC(C)(C)c1ccc(P(c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1,hansen,0,0,0,0,0,0,Train
7095,C=CC(=O)OCCCCCCOc1ccc(O)cc1,hansen,0,0,0,0,0,0,External
7096,CCSCC(=O)O,hansen,0,0,0,0,0,0,Train
7097,Fc1cc(Br)ccc1Cl,hansen,0,0,0,0,0,0,Internal
7098,OCc1cc(C2CCCCC2)cc(CO)c1O,hansen,0,0,0,0,0,0,External
7099,Cn1ccccc1=S,hansen,0,0,0,0,0,0,Train
7100,CC(C)c1cc(C(C)C)c(S(=O)(=O)Cl)c(C(C)C)c1,hansen,0,0,0,0,0,0,Internal
7101,O=C(O)CCP(=O)(O)c1ccccc1,hansen,0,0,0,0,0,0,Train
7102,C=Cc1ccc(CN(CC(=O)O)CC(=O)O)cc1,hansen,0,0,0,0,0,0,External
7103,CO[Si](OC)(OC)c1cccc(N)c1,hansen,0,0,0,0,0,0,External
7104,COC(=O)C(Br)c1ccccc1Cl,hansen,0,0,0,0,0,0,Train
7105,CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](c2ccccc2)[C@@H](N)c2ccccc2)c(C(C)C)c1,hansen,0,0,0,0,0,0,External
7106,CC(C)CCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCCCCCC(C)C,hansen,0,0,0,0,0,0,Train
7107,N#CCOc1ccc(Cl)cc1,hansen,0,0,0,0,0,0,Train
7108,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,hansen,0,0,0,0,0,0,Train
7109,OCCCc1ccc(I)cc1,hansen,0,0,0,0,0,0,Train
7110,Nc1c(Cl)ccc2nsnc12,hansen,0,0,0,0,0,0,Train
7111,Nc1ccc(I)cc1F,hansen,0,0,0,0,0,0,Train
7112,CCCC(NC(C)C(=O)O)C(=O)OCC,hansen,0,0,0,0,0,0,Train
7113,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,hansen,0,0,0,0,0,0,Train
7114,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2[nH]1,hansen,0,0,0,0,0,0,External
7115,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,hansen,0,0,0,0,0,0,Train
7116,COc1ccc2cc(C=O)ccc2c1,hansen,0,0,0,0,0,0,Train
7117,O=[N+]([O-])c1ccccc1Nc1ccc(Br)cc1,hansen,0,0,0,0,0,0,Train
7118,CCc1nc2ccccc2n1-c1ccc(Br)cc1,hansen,0,0,0,0,0,0,Train
7119,c1ccc(-c2ccc(-c3c4ccccc4cc4ccccc34)cc2)cc1,hansen,0,0,0,0,0,0,Train
7120,Brc1c2ccccc2c(-c2ccc(-c3ccccc3)cc2)c2ccccc12,hansen,0,0,0,0,0,0,Internal
7121,OB(O)c1c2ccccc2c(-c2ccc(-c3ccccc3)cc2)c2ccccc12,hansen,0,0,0,0,0,0,Train
7122,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)OC)cc1,hansen,0,0,0,0,0,0,Train
7123,O=C1CC(C(=O)O)C1,hansen,0,0,0,0,0,0,Train
7124,C=C(C)CSC,hansen,0,0,0,0,0,0,Train
7125,CS(=O)(=O)c1cccc(S(=O)(=O)Cl)c1,hansen,0,0,0,0,0,0,External
7126,O=C(Cl)COCc1ccccc1,hansen,0,0,0,0,0,0,Train
7127,C=C(C)C(=O)OC1CC2C=CC1C2,hansen,0,0,0,0,0,0,External
7128,Oc1ccc(C2(c3ccc(O)cc3)CCCCCCCCCCC2)cc1,hansen,0,0,0,0,0,0,Train
7129,CN(CC(=O)O)C(N)=O,hansen,0,0,0,0,0,0,Train
7130,COC1C(=O)NC(=O)N1C,hansen,0,0,0,0,0,0,External
7131,OCCc1ccc(-c2ccccc2)cc1,hansen,0,0,0,0,0,0,External
7132,COC(=O)c1ccc2c(c1)NC(=O)C2,hansen,0,0,0,0,0,0,Train
7133,COc1cc(O)ccc1O,hansen,0,0,0,0,0,0,Train
7134,O=C(/C=C/C1C(OC(=O)c2ccccc2)CC2OC(=O)CC21)CCc1ccccc1,hansen,0,0,0,0,0,0,Train
7135,COC(CNCc1ccccc1)OC,hansen,0,0,0,0,0,0,Train
7136,O=C1O[C@@H]2C[C@@H]3C[C@H]1C[C@@H](C3)[C@H]2O,hansen,0,0,0,0,0,0,Train
7137,c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccccc5)c4)c3)c2)cc1,hansen,0,0,0,0,0,0,External
7138,c1ccc(Oc2ccc(Oc3cccc(Oc4cccc(Oc5ccccc5)c4)c3)cc2)cc1,hansen,0,0,0,0,0,0,Train
7139,O=C(O)CNC(=O)C(Cc1ccccn1)NC(=O)/C=C/c1ccc(Cl)cc1,hansen,0,0,0,0,0,0,External
7140,CC(C)(C)OC(=O)NC(Cc1ccccn1)C(=O)NCC(=O)OCc1ccccc1,hansen,0,0,0,0,0,0,Train
7141,O=C(/C=C/c1ccc(Cl)cc1)NC(Cc1ccccn1)C(=O)NCC(=O)OCc1ccccc1,hansen,0,0,0,0,0,0,Internal
7142,N#Cc1snc(Cl)c1Cl,hansen,0,0,0,0,0,0,External
7143,C=C(C)C(=O)OCC/N=C(\C)CC(C)C,hansen,0,0,0,0,0,0,Train
7144,N/C(O)=N/c1cc(Nc2nc(Cl)nc(NCCOCCO)n2)ccc1/N=N/c1cc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2cc1S(=O)(=O)O,hansen,0,0,0,0,0,0,External
7145,O=C1c2ccccc2C(=O)c2cc(SCCO)ccc21,hansen,0,0,0,0,0,0,Train
7146,O=c1c2ccccc2sc2ccc(O)cc12,hansen,0,0,0,0,0,0,Train
7147,Nc1nc(=S)ss1,hansen,0,0,0,0,0,0,Train
7148,CC(C)C(C#N)NC(=O)OCC(F)(F)F,hansen,0,0,0,0,0,0,Train
7149,COc1ccc(CN2C(=O)N(C)C(=O)C23CC(C(=O)O)C3)cc1,hansen,0,0,0,0,0,0,Train
7150,Oc1ccc(-c2ccc(O)c(CN3CCOCC3)c2)cc1CN1CCOCC1,hansen,0,0,0,0,0,0,Train
7151,N#Cc1ccc(Oc2ccc(C#N)cc2)cc1,hansen,0,0,0,0,0,0,Train
7152,O=S(O)C(F)(F)CC12CC3CC(CC(C3)C1)C2,hansen,0,0,0,0,0,0,Train
7153,O=S(=O)(O)C(F)(F)CC12CC3CC(CC(C3)C1)C2,hansen,0,0,0,0,0,0,Train
7154,CCC(CC)C(=O)N(C)c1cccc(C)c1,hansen,0,0,0,0,0,0,Train
7155,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,hansen,0,0,0,0,0,0,Train
7156,CN(CCCCCCN(C)C(=O)Oc1cccnc1)C(=O)Oc1cccnc1,hansen,0,0,0,0,0,0,Train
7157,C=C(CC(=O)O)C(=O)O,hansen,0,0,0,0,0,0,External
7158,CC(=O)OCCCc1ccc(N(c2ccc(CCCOC(C)=O)cc2)c2ccc(C)c(C)c2)cc1,hansen,0,0,0,0,0,0,Train
7159,Cc1nccn1Cc1ccc(O)cc1,hansen,0,0,0,0,0,0,Train
7160,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=O,hansen,0,0,0,0,0,0,Internal
7161,C=CCCCCCC[Si](OC)(OC)OC,hansen,0,0,0,0,0,0,Train
7162,C=CC(=O)OCCOC(=O)CC(C)=O,hansen,0,0,0,0,0,0,Train
7163,C=C(C)C(=O)OCCn1ccnc1,hansen,0,0,0,0,0,0,Train
7164,CC1COc2c(F)c(F)cc3c(=O)c(C(=O)O)cn1c23,hansen,0,0,0,0,0,0,Train
7165,O=C(O)Cc1cccnc1,hansen,0,0,0,0,0,0,External
7166,Cc1ccc2oc(-c3ccc(-c4ccc(-n5c(=O)c6c(N)c7c(=O)c8ccccc8c(=O)c7c(O)c6c5=O)cc4)cc3)nc2c1,hansen,0,0,0,0,0,0,Internal
7167,Cc1ccc2oc(-c3ccc(-c4ccc(-n5c(=O)c6c(N)c7c(=O)c8ccccc8c(=O)c7c(N)c6c5=O)cc4)cc3)nc2c1,hansen,0,0,0,0,0,0,Train
