1_ames_mutagenicity_data	c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
4824_ames_mutagenicity_data	CC(C)(C)C1=CC(=O)C=C(C2=CC(=O)C=C(C(C)(C)C)C2=O)C1=O
4825_ames_mutagenicity_data	O=[Cr](=O)=O
4826_ames_mutagenicity_data	Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCN(C)CCCN(Cc3ccc(OCc4ccccc4)c(OCc4ccccc4)c3)Cc3ccc(OCc4ccccc4)c(OCc4ccccc4)c3)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1
4827_ames_mutagenicity_data	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
4828_ames_mutagenicity_data	COO
4829_ames_mutagenicity_data	CCOO
4830_ames_mutagenicity_data	C/C=C/C(=O)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(C)(C)CC(C)(C)C
4831_ames_mutagenicity_data	CN(C)C(=S)SNCCNSC(=S)N(C)C
4832_ames_mutagenicity_data	CCCOO
4833_ames_mutagenicity_data	CCCCOO
4834_ames_mutagenicity_data	CN(C)C(=S)[S-]
4835_ames_mutagenicity_data	N#Cc1cccc2c([N+](=O)[O-])cccc12
4836_ames_mutagenicity_data	COP1(=S)OCc2ccccc2O1
4837_ames_mutagenicity_data	ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl
4838_ames_mutagenicity_data	[O-][n+]1c2ccccc2nc2ccccc21
4839_ames_mutagenicity_data	Nc1nccs1
4840_ames_mutagenicity_data	C#CCOS(=O)(=O)c1ccc(C)cc1
4841_ames_mutagenicity_data	CCCCOS(=O)(=O)c1ccc(C)cc1
4842_ames_mutagenicity_data	Cc1ccc(OS(=O)(=O)C(C)C)cc1
4843_ames_mutagenicity_data	CCCOS(=O)(=O)c1ccc(C)cc1
4844_ames_mutagenicity_data	COS(=O)(=O)c1ccc(C)cc1
4845_ames_mutagenicity_data	CCOS(=O)(=O)c1ccccc1
4846_ames_mutagenicity_data	COS(=O)(=O)c1ccccc1
4847_ames_mutagenicity_data	CC(C)COS(C)(=O)=O
4848_ames_mutagenicity_data	CCCCOS(C)(=O)=O
4849_ames_mutagenicity_data	CCCOS(C)(=O)=O
4850_ames_mutagenicity_data	CCCOS(=O)(=O)c1ccccc1
4851_ames_mutagenicity_data	CO[C@H](C)[C@](O)(C(=O)OCC1=CCN2CC[C@@H](O)[C@@H]12)C(C)C
4852_ames_mutagenicity_data	C/C=C1\C[C@@H](C)[C@@](C)(OC(C)=O)C(=O)OCC2=C3[C@@H](CC[N+]3(C)C=C2)OC1=O
4853_ames_mutagenicity_data	COc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1
4854_ames_mutagenicity_data	c1ccc2c(c1)c1ccc3ccc4ccc2c1c34
4855_ames_mutagenicity_data	C#Cc1ccc2c3c(cccc13)-c1ccccc1-2
4856_ames_mutagenicity_data	O=CC1CO1
4857_ames_mutagenicity_data	CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1
4858_ames_mutagenicity_data	c1ccc2c(c1)c1ccccc1c1ccccc21
4859_ames_mutagenicity_data	CCCCN=[N+]=[N-]
4860_ames_mutagenicity_data	CCCCCCN=[N+]=[N-]
4861_ames_mutagenicity_data	CC(=O)N[C@@H](CS/C(Cl)=C/Cl)C(=O)O
4862_ames_mutagenicity_data	CC(=O)N[C@@H](CSC(Cl)=C(Cl)Cl)C(=O)O
4863_ames_mutagenicity_data	O[C@@H]1c2ccc3cc4ccc5ccccc5c4nc3c2[C@H]2O[C@H]2[C@@H]1O
4864_ames_mutagenicity_data	O[C@H]1c2ccc3cc4ccc5ccccc5c4nc3c2[C@H]2O[C@H]2[C@H]1O
4865_ames_mutagenicity_data	O[C@@H]1c2ccc3cc4ccc5ccccc5c4nc3c2[C@@H]2O[C@@H]2[C@@H]1O
4866_ames_mutagenicity_data	O[C@H]1c2ccc3cc4ccc5ccccc5c4nc3c2[C@@H]2O[C@@H]2[C@H]1O
4867_ames_mutagenicity_data	CC(=O)N[C@@H](C(=O)N(CC(=O)O)N=O)C(C)C
4868_ames_mutagenicity_data	Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O
4869_ames_mutagenicity_data	Cc1ccc2ccc3cc4ccccc4c4ccc1c2c34
4870_ames_mutagenicity_data	Cc1cc2ccc3cc4ccccc4c4ccc(c1)c2c34
4871_ames_mutagenicity_data	Cc1ccc2ccc3c4ccccc4cc4ccc1c2c43
4872_ames_mutagenicity_data	Cc1cc2cc3ccccc3c3ccc4cccc1c4c23
4873_ames_mutagenicity_data	Cc1cccc2c1cc1ccc3cccc4ccc2c1c34
4874_ames_mutagenicity_data	Cc1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
4875_ames_mutagenicity_data	Cc1ccc2cc3ccc4cccc5ccc(c2c1)c3c45
4876_ames_mutagenicity_data	Cc1cccc2cc3ccc4cccc5ccc(c12)c3c45
4877_ames_mutagenicity_data	Cc1cc2cccc3ccc4cc5ccccc5c1c4c32
4878_ames_mutagenicity_data	Cc1cc2c3ccccc3cc3ccc4cccc1c4c32
4879_ames_mutagenicity_data	CC(=O)NC1C=NC(c2ccc([N+](=O)[O-])o2)=NO1
4880_ames_mutagenicity_data	ClCc1cc2cc3ccccc3c3ccc4cccc1c4c23
4881_ames_mutagenicity_data	ClCc1cc2cccc3ccc4c5ccccc5cc1c4c32
4882_ames_mutagenicity_data	ClCc1cccc2cc3ccc4cccc5ccc(c12)c3c45
4883_ames_mutagenicity_data	Cc1cnc2c(ccc3c2nc(N)n3C)n1
4884_ames_mutagenicity_data	C/C=C(/C)C(=O)O[C@@H]1CCN2CC=C(COC(=O)[C@@](O)([C@@H](C)OC)C(C)(C)O)[C@H]12
4885_ames_mutagenicity_data	Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3
4886_ames_mutagenicity_data	O=c1ccc2cc3c4c(c2o1)CCCN4CCC3
4887_ames_mutagenicity_data	Nc1ccc(-c2ccc(-c3ccc(N)cc3)cc2)cc1
4888_ames_mutagenicity_data	CCN(CC)c1ccc(-c2ccccc2)c(-c2ccccc2)c1N(CC)CC
4889_ames_mutagenicity_data	Nc1ccc2nc3c(cc(N)c4ccccc43)[o+]c2c1.[O-][Cl+3]([O-])([O-])[O-]
4890_ames_mutagenicity_data	c1ccc2c(c1)C1=c3c-2cc2cccc4ccc(c3c42)C2OC12
4891_ames_mutagenicity_data	CCCCOc1ccc(N=O)cc1
4892_ames_mutagenicity_data	CCCCCOc1ccc(N=O)cc1
4893_ames_mutagenicity_data	[N-]=[N+]=NCCO
4894_ames_mutagenicity_data	[N-]=[N+]=NC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
4895_ames_mutagenicity_data	O=C(/N=c1\sn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc12)c1ccc([N+](=O)[O-])cc1
4896_ames_mutagenicity_data	Cc1ccc2c(c1)/c(=N/C(=O)c1cccc([N+](=O)[O-])c1)sn2C(=O)c1cccc([N+](=O)[O-])c1
4897_ames_mutagenicity_data	O=C(CCCCl)/N=c1\sn(C(=O)CCCCl)c2ccc(Cl)cc12
4898_ames_mutagenicity_data	O=C(/N=c1\sn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(Cl)cc12)c1ccc([N+](=O)[O-])cc1
4899_ames_mutagenicity_data	CC(=O)/N=c1\sn(C(C)=O)c2ccc([N+](=O)[O-])cc12
4900_ames_mutagenicity_data	CCC(=O)/N=c1\sn(C(=O)CC)c2ccc([N+](=O)[O-])cc12
4901_ames_mutagenicity_data	CCCC(=O)/N=c1\sn(C(=O)CCC)c2ccc([N+](=O)[O-])cc12
4902_ames_mutagenicity_data	CC(C)C(=O)/N=c1\sn(C(=O)C(C)C)c2ccc([N+](=O)[O-])cc12
4903_ames_mutagenicity_data	CCCCC(=O)/N=c1\sn(C(=O)CCCC)c2ccc([N+](=O)[O-])cc12
4904_ames_mutagenicity_data	CC(C)CC(=O)/N=c1\sn(C(=O)CC(C)C)c2ccc([N+](=O)[O-])cc12
4905_ames_mutagenicity_data	CCCCCC(=O)/N=c1\sn(C(=O)CCCCC)c2ccc([N+](=O)[O-])cc12
4906_ames_mutagenicity_data	CCCCCCCC(=O)/N=c1\sn(C(=O)CCCCCCC)c2ccc([N+](=O)[O-])cc12
4907_ames_mutagenicity_data	CCCCCCCCCC(=O)/N=c1\sn(C(=O)CCCCCCCCC)c2ccc([N+](=O)[O-])cc12
4908_ames_mutagenicity_data	O=C(CCCl)/N=c1\sn(C(=O)CCCl)c2ccc([N+](=O)[O-])cc12
4909_ames_mutagenicity_data	O=C(CCCCl)/N=c1\sn(C(=O)CCCCl)c2ccc([N+](=O)[O-])cc12
4910_ames_mutagenicity_data	O=C(/N=c1\sn(C(=O)c2ccccc2)c2ccc([N+](=O)[O-])cc12)c1ccccc1
4911_ames_mutagenicity_data	O=C(/N=c1\sn(C(=O)c2ccccc2Cl)c2ccc([N+](=O)[O-])cc12)c1ccccc1Cl
4912_ames_mutagenicity_data	O=C(/N=c1\sn(C(=O)c2cccc(Cl)c2)c2ccc([N+](=O)[O-])cc12)c1cccc(Cl)c1
4913_ames_mutagenicity_data	O=C(/N=c1\sn(C(=O)c2ccc(Cl)cc2)c2ccc([N+](=O)[O-])cc12)c1ccc(Cl)cc1
4914_ames_mutagenicity_data	O=C(/N=c1\sn(C(=O)c2ccc(Cl)c(Cl)c2)c2ccc([N+](=O)[O-])cc12)c1ccc(Cl)c(Cl)c1
4915_ames_mutagenicity_data	O=C(/N=c1\sn(C(=O)c2ccccc2[N+](=O)[O-])c2ccc([N+](=O)[O-])cc12)c1ccccc1[N+](=O)[O-]
4916_ames_mutagenicity_data	O=C(/N=c1\sn(C(=O)c2cccc([N+](=O)[O-])c2)c2ccc([N+](=O)[O-])cc12)c1cccc([N+](=O)[O-])c1
4917_ames_mutagenicity_data	O=C(/N=c1\sn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc12)c1ccc([N+](=O)[O-])cc1
4918_ames_mutagenicity_data	CCn1c(N)nc2c3nc(C)cnc3ccc21
4919_ames_mutagenicity_data	CCn1c(N)nc2c3ncc(C)nc3ccc21
4920_ames_mutagenicity_data	ONc1ccccc1
4921_ames_mutagenicity_data	CC(=O)CN(COC(C)=O)N=O
4922_ames_mutagenicity_data	CC(=O)OC(C(C)=O)N(C)N=O
4923_ames_mutagenicity_data	CN(CCC#N)c1ccc(/N=N/c2ccccc2)cc1
4924_ames_mutagenicity_data	CNc1ccc(/N=N/c2ccc3ncsc3c2)cc1
4925_ames_mutagenicity_data	CC(=O)Oc1ccc(CCl)cc1
4926_ames_mutagenicity_data	O=NN(CCO)CC(=O)O
4927_ames_mutagenicity_data	Cc1ccc(S(=O)(=O)OCc2ccc([N+](=O)[O-])cc2)cc1
4928_ames_mutagenicity_data	CCCCCN(CCCCO)N=O
4929_ames_mutagenicity_data	CC(O)/C=C/C=O
4930_ames_mutagenicity_data	O=[N+]([O-])c1nc[nH]c1-c1ccccc1
4931_ames_mutagenicity_data	Cn1cnc(-c2ccccc2)c1[N+](=O)[O-]
4932_ames_mutagenicity_data	Cn1cnc(N=O)c1-c1ccccc1
4933_ames_mutagenicity_data	O=Nc1nc[nH]c1-c1ccccc1
4934_ames_mutagenicity_data	Cn1cnc(-c2ccccc2)c1N=O
4935_ames_mutagenicity_data	COC1OC(=O)C(Cl)=C1C(Cl)Cl
4936_ames_mutagenicity_data	O=S(=O)([O-])OCc1c2ccccc2c(CO)c2c1ccc1ccccc12
4937_ames_mutagenicity_data	Cc1ccc(NC2OC[C@@H](O)[C@@H](O)[C@@H]2O)cc1
4938_ames_mutagenicity_data	Cc1ccc(NC2OC[C@@H](O)[C@H](O)[C@H]2O)cc1
4939_ames_mutagenicity_data	O[C@H]1COC(NCCc2c[nH]c3ccccc23)[C@H](O)[C@H]1O
4940_ames_mutagenicity_data	O=NN(c1ccc([N+](=O)[O-])cc1)C1OC[C@H](O)[C@H](O)[C@@H]1O
4941_ames_mutagenicity_data	O=NN(c1ccc([N+](=O)[O-])cc1)C1OC[C@H](O)[C@@H](O)[C@@H]1O
4942_ames_mutagenicity_data	O=NN(c1ccc([N+](=O)[O-])cc1)C1OC[C@H](O)[C@@H](O)[C@H]1O
4943_ames_mutagenicity_data	O=NN(c1ccc([N+](=O)[O-])cc1)C1OC[C@@H](O)[C@@H](O)[C@@H]1O
4944_ames_mutagenicity_data	COc1ccccc1/C=C/C=C(/C#N)c1ccc(Br)cc1
4945_ames_mutagenicity_data	Fc1ccc2c3c(cccc13)-c1cc3ccccc3cc1-2
4946_ames_mutagenicity_data	Fc1cccc2cc3c(cc12)-c1cccc2cccc-3c12
4947_ames_mutagenicity_data	Fc1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12
4948_ames_mutagenicity_data	OC1C=C2c3cc4ccccc4cc3-c3cccc(c32)C1O
4949_ames_mutagenicity_data	CC1=C(Cl)C(=O)OC1O
4950_ames_mutagenicity_data	COC(=O)[C@H](N)CSCCCl
4951_ames_mutagenicity_data	CC(=O)N[C@@H](CSCCCl)C(=O)O
4952_ames_mutagenicity_data	N[C@@H](CCC(=O)N(CC(=O)O)C(=O)[C@@H](N)CSCCCl)C(=O)O
4953_ames_mutagenicity_data	O=c1cc2c3cc4ccccc4cc3c3cccc(c3-2)c1=O
4954_ames_mutagenicity_data	C=C1C(=O)[C@@]23CCC4[C@](C)(C(=O)O)CCC[C@]4(C)C2CC[C@]1(O)C3
4955_ames_mutagenicity_data	O=CNc1ccc2c(c1)Cc1ccccc1-2
4956_ames_mutagenicity_data	O=C(c1ccccc1)N(O)c1ccc2c(c1)Cc1ccccc1-2
4957_ames_mutagenicity_data	ClNc1ccc2c(c1)Cc1ccccc1-2
4958_ames_mutagenicity_data	CC(=O)N(Cl)c1ccc2c(c1)Cc1ccccc1-2
4959_ames_mutagenicity_data	O=C1C=C(CCl)C(O)O1
4960_ames_mutagenicity_data	O=C1C=C(CCl)CO1
4961_ames_mutagenicity_data	C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1O)C3
4962_ames_mutagenicity_data	CCOC(=O)N(N=O)C(CCC=O)c1cccnc1
4963_ames_mutagenicity_data	CC1(c2ccccc2)CO1
4964_ames_mutagenicity_data	CC1(c2ccc(Cl)cc2)CO1
4965_ames_mutagenicity_data	CC1OC1c1ccc(C#N)cc1
4966_ames_mutagenicity_data	CC1(c2ccc([N+](=O)[O-])cc2)CO1
4967_ames_mutagenicity_data	Cc1cc2c(c3cc4ccccc4cc13)C=C[C@H](O)[C@H]2O
4968_ames_mutagenicity_data	CC1(c2ccc(-c3ccccc3)cc2)CO1
4969_ames_mutagenicity_data	Cc1cc2ccccc2c2cc3c(cc12)[C@H](O)[C@@H](O)C=C3
4970_ames_mutagenicity_data	Cc1cc2ccccc2c2cc3c(cc12)C=C[C@H](O)[C@H]3O
4971_ames_mutagenicity_data	Cc1cc2c(O)cccc2c2cc3ccccc3cc12
4972_ames_mutagenicity_data	Cc1cc2c(O)cccc2c2cc3c(cc12)C=C[C@H](O)[C@H]3O
4973_ames_mutagenicity_data	CC(=O)Nc1ccc2c(c1)Cc1cc(NC(C)=O)ccc1-2
4974_ames_mutagenicity_data	Cc1cc(C)cc(NO)c1
4975_ames_mutagenicity_data	CC(C)(Cl)OC(C)(C)Cl
4976_ames_mutagenicity_data	CC[NH2+]C(=O)N(C=O)CCN(C)C.O=N[O-]
4977_ames_mutagenicity_data	Cc1ccc(N(CCO)CCO)cc1
4978_ames_mutagenicity_data	O=C(Nc1ccc2c(c1)Cc1ccccc1-2)c1ccccc1
4979_ames_mutagenicity_data	CCN(C(C)=O)c1ccc2c(c1)Cc1ccccc1-2
4980_ames_mutagenicity_data	CC(=O)N(Nc1ccc2c(c1)Cc1ccccc1-2)c1ccc2c(c1)Cc1ccccc1-2
4981_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c(c1)-c1cccc3cccc-2c13
4982_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c3c(cccc13)-c1cc3ccccc3cc1-2
4983_ames_mutagenicity_data	O=[N+]([O-])c1ccc2cccc3c2c1-c1ccccc1-3
4984_ames_mutagenicity_data	O=[N+]([O-])c1ccc2cccc3c2c1C=C3
4985_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c3c(cccc13)C=C2
4986_ames_mutagenicity_data	O=[N+]([O-])c1cccc2c1-c1cccc3cccc-2c13
4987_ames_mutagenicity_data	O=[N+]([O-])c1ccc2cccc3c2c1CC3
4988_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c(c1)CC=C2
4989_ames_mutagenicity_data	O=[N+]([O-])C1=Cc2cccc3cccc1c23
4990_ames_mutagenicity_data	O=S(=O)([O-])OCc1c2ccccc2c2ccc3cccc4ccc1c2c43
4991_ames_mutagenicity_data	OCc1c2ccccc2cc2c1ccc1ccccc12.OCc1c2ccccc2cc2c1ccc1ccccc12
4992_ames_mutagenicity_data	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
4993_ames_mutagenicity_data	O=[N+]([O-])c1c(O)ccc2ccccc12
4994_ames_mutagenicity_data	c1ccc2c(c1)COC2
4995_ames_mutagenicity_data	ClCOCCl
4996_ames_mutagenicity_data	O=C(O)/C=C/c1ccc([N+](=O)[O-])o1
4997_ames_mutagenicity_data	COC(=O)/C=C/c1ccc([N+](=O)[O-])o1
4998_ames_mutagenicity_data	CCCCCN(CCCC)N=O
4999_ames_mutagenicity_data	CCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5000_ames_mutagenicity_data	CCCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5001_ames_mutagenicity_data	CC(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5002_ames_mutagenicity_data	CCCCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5003_ames_mutagenicity_data	CC(C)COC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5004_ames_mutagenicity_data	CCC(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5005_ames_mutagenicity_data	CC(C)(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5006_ames_mutagenicity_data	CCCCCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5007_ames_mutagenicity_data	CNC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5008_ames_mutagenicity_data	CN(C)C(=O)/C=C/c1ccc([N+](=O)[O-])o1
5009_ames_mutagenicity_data	CCNC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5010_ames_mutagenicity_data	CCCNC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5011_ames_mutagenicity_data	CCCCNC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5012_ames_mutagenicity_data	CC(C)(C)NC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5013_ames_mutagenicity_data	CC(C)CNC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5014_ames_mutagenicity_data	CCC(C)NC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5015_ames_mutagenicity_data	CC(C)(C)CNC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5016_ames_mutagenicity_data	CCCCCNC(=O)/C=C/c1ccc([N+](=O)[O-])o1
5017_ames_mutagenicity_data	COC(=O)/C(=C/c1ccc([N+](=O)[O-])o1)[N+](=O)[O-]
5018_ames_mutagenicity_data	COC(=O)/C(C#N)=C/c1ccc([N+](=O)[O-])o1
5019_ames_mutagenicity_data	COC(=O)/C(C)=C/c1ccc([N+](=O)[O-])o1
5020_ames_mutagenicity_data	N#CC(C#N)=Cc1ccc([N+](=O)[O-])o1
5021_ames_mutagenicity_data	Cc1cc(C)c2cc(C)c(N)cc2n1
5022_ames_mutagenicity_data	O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])o1
5023_ames_mutagenicity_data	C[C@@H](Br)C(=O)NCc1ccccc1
5024_ames_mutagenicity_data	C[C@H](Br)C(=O)NCc1ccccc1
5025_ames_mutagenicity_data	CCCCN(CCC(=O)OC)N=O
5026_ames_mutagenicity_data	COc1ccc(CNC(=O)C(C)Br)cc1
5027_ames_mutagenicity_data	COc1cc(CNC(=O)C(C)Br)ccc1O
5028_ames_mutagenicity_data	COc1ccc(CNC(=O)C(C)Br)cc1OC
5029_ames_mutagenicity_data	CCOC(=O)C(C)Br
5030_ames_mutagenicity_data	CCc1cc2ccccc2c2ccc3c(c12)[C@@H]1O[C@@H]1[C@H](O)[C@H]3O
5031_ames_mutagenicity_data	CCCCN(CCO)N=O
5032_ames_mutagenicity_data	c1cc2c3c(c1)C1NC1c1cccc(c1-3)C1NC21
5033_ames_mutagenicity_data	c1cc2c3oc3cc3ccc4c5oc5cc1c4c32
5034_ames_mutagenicity_data	c1ccc2c(c1)-c1cc3c(cc1C1NC21)-c1ccccc1C1NC31
5035_ames_mutagenicity_data	C1=CC2=C3OC3c3cc4c(cc3C2C=C1)c1c(c2ccccc24)O1
5036_ames_mutagenicity_data	O=C1NCCN1c1nccs1
5037_ames_mutagenicity_data	Cc1ccc2c3c(cc4ccccc4c13)-c1ccccc1-2
5038_ames_mutagenicity_data	Cc1ccc2c3c(cc4ccccc42)-c2ccccc2-c13
5039_ames_mutagenicity_data	Cc1c2c3c(cccc3c3ccccc13)-c1ccccc1-2
5040_ames_mutagenicity_data	Cc1cccc2c1cc1c3c(cccc32)-c2ccccc2-1
5041_ames_mutagenicity_data	Cc1cc(C)c2c3c(cc4ccccc42)-c2ccccc2-c13
5042_ames_mutagenicity_data	Cc1cc2c(cc1C)-c1cc3ccccc3c3cccc-2c13
5043_ames_mutagenicity_data	CCCCN(CCC(C)=O)N=O
5044_ames_mutagenicity_data	CCCCN(CC(C)=O)N=O
5045_ames_mutagenicity_data	Cc1nc2c3c(ccc4ccc(O)cc43)ccc2n1C
5046_ames_mutagenicity_data	O=[N+]([O-])c1cccc(-c2ccc(O)c([N+](=O)[O-])c2)c1
5047_ames_mutagenicity_data	O=[N+]([O-])c1cc(-c2ccccc2)cc([N+](=O)[O-])c1O
5048_ames_mutagenicity_data	C[Si](C)(C)CN(N=O)C(N)=O
5049_ames_mutagenicity_data	O=c1c2cccc3ccc4cccc1c4c32
5050_ames_mutagenicity_data	Cc1ccc2c3c1ccc1cccc(c13)C2
5051_ames_mutagenicity_data	Cc1ccc2c(=O)c3cccc4ccc1c2c43
5052_ames_mutagenicity_data	CCOC(=O)[C@@H](N)CS
5053_ames_mutagenicity_data	N[C@H](CS)C(=O)NCC(=O)O
5054_ames_mutagenicity_data	c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12
5055_ames_mutagenicity_data	C=C(Br)C(C)=O
5056_ames_mutagenicity_data	ClCc1c2ccccc2cc2c1ccc1ccccc12
5057_ames_mutagenicity_data	C=C(C)C(C)Cl
5058_ames_mutagenicity_data	Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1
5059_ames_mutagenicity_data	ClCc1c2ccccc2c(Cl)c2ccccc12
5060_ames_mutagenicity_data	Cc1c2ccccc2c(CCl)c2ccccc12
5061_ames_mutagenicity_data	OC1C=Cc2c(ccc3ccccc23)C1O
5062_ames_mutagenicity_data	O[C@H]1c2ccc3cccnc3c2[C@H]2O[C@H]2[C@@H]1O
5063_ames_mutagenicity_data	O[C@@H]1[C@@H]2O[C@@H]2c2c(ccc3cccnc23)[C@H]1O
5064_ames_mutagenicity_data	COC(=O)[C@H]1O[C@@H]1c1ccccc1
5065_ames_mutagenicity_data	c1cnc2ccc3c(c2c1)C1OC1CC3
5066_ames_mutagenicity_data	COC(=O)[C@@H]1O[C@H]1c1ccccc1
5067_ames_mutagenicity_data	c1cnc2c3c(ccc2c1)CCC1OC31
5068_ames_mutagenicity_data	COC(=O)[C@H]1O[C@H]1c1ccccc1
5069_ames_mutagenicity_data	CCCC/C=C/C=C/C=C/C=C/C=C/OC
5070_ames_mutagenicity_data	CCCCN(N=O)/C(C=O)=N/O
5071_ames_mutagenicity_data	N[C@H](CCC(=O)N[C@H](CSC(=O)NCCCl)C(=O)NCC(=O)O)C(=O)O
5072_ames_mutagenicity_data	NCCCl
5073_ames_mutagenicity_data	c1ccc2c3c4c(cc5ccccc5c4cc2c1)C1=C3CCCC1
5074_ames_mutagenicity_data	Cc1ccc2c(c1)-c1cc3ccccc3c3cc4ccccc4c-2c13
5075_ames_mutagenicity_data	c1ccc2c(c1)-c1cc3ccccc3c3cc4c(c-2c13)CCCC4
5076_ames_mutagenicity_data	CN(C)c1ccc(N=O)cc1
5077_ames_mutagenicity_data	Cc1cc(-c2ccc(/N=N/c3c(N)c(C)cc(S(=O)(=O)[O-])c3N)c(C)c2)ccc1/N=N/c1ccc(O)c(C(=O)[O-])c1
5078_ames_mutagenicity_data	O=C1CCc2c1cc(C(F)(F)F)c1c2ccc2ccccc21
5079_ames_mutagenicity_data	O=C1CCc2c1cc(C(F)(F)F)c1c3c(ccc21)[C@H](O)[C@@H](O)C=C3
5080_ames_mutagenicity_data	CCN(CC)c1ccc(N=O)cc1
5081_ames_mutagenicity_data	O=[Cr](=O)([O-])[O-]
5082_ames_mutagenicity_data	[Cr].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
5083_ames_mutagenicity_data	[Cr+3].c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
5084_ames_mutagenicity_data	CC(=O)Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1
5085_ames_mutagenicity_data	O=C(/C=C/c1ccccc1)OC/C=C/c1ccccc1
5086_ames_mutagenicity_data	O=[N+]([O-])c1cccc2ccccc12
5087_ames_mutagenicity_data	CCC(=O)C(=O)CC
5088_ames_mutagenicity_data	O=C1CCCCC1=O
5089_ames_mutagenicity_data	CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1
5090_ames_mutagenicity_data	NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1
5091_ames_mutagenicity_data	CN(C)c1ccc(/N=N/c2ccccc2CO)cc1
5092_ames_mutagenicity_data	O=C1c2ccccc2-c2c1ccc1ccccc21
5093_ames_mutagenicity_data	CCN(C=O)N=O
5094_ames_mutagenicity_data	CC(=O)N(C)N=O
5095_ames_mutagenicity_data	CN(C=O)N=O
5096_ames_mutagenicity_data	O[C@H]1c2c(ccc3c2ccc2ccccc23)[C@@H]2O[C@@H]2[C@@H]1O
5097_ames_mutagenicity_data	OC1c2c(ccc3c2ccc2ccccc23)C2OC2C1O
5098_ames_mutagenicity_data	c1ccc2c(OCC3CO3)nsc2c1
5099_ames_mutagenicity_data	O=[N+]([O-])c1ccc2sncc2c1
5100_ames_mutagenicity_data	O=[N+]([O-])c1cccc2cnsc12
5101_ames_mutagenicity_data	Nc1ccc2sncc2c1
5102_ames_mutagenicity_data	Nc1cccc2cnsc12
5103_ames_mutagenicity_data	c1cc2sncc2cc1OCC1CO1
5104_ames_mutagenicity_data	c1cc(OCC2CO2)c2sncc2c1
